0,L Balaji,8.057210965435042,26.6842105263157
0,DJ Bravo,8.216522517148821,22.58196721311475
0,PP Chawla,7.656726931204508,25.8809523809523
0,Harbhajan Singh,6.960723833024882,26.65354330708661
0,Iqbal Abdulla,7.257853403141361,27.72
0,Z Khan,7.601092896174864,27.27450980392156
0,MA Khote,10.2,25.
0,DS Kulkarni,7.997448979591837,24.7
0,A Kumble,6.59190031152648,23.51111111111111
0,VY Mahesh,8.86323268206039,23.76190476190476
0,A Mishra,7.426554315645639,24.3358208955223
0,JA Morkel,8.228113010115104,27.7529411764705
0,WA Mota,8.083333333333334,24.2
0,M Muralitharan,6.677165354330708,26.9206349206349
0,A Nehra,7.855793450881611,23.53773584905660
0,PP Ojha,7.391442155309034,26.20224719101123
0,MM Patel,7.5433140826299425,22.94594594594594
0,SM Pollock,6.543478260869565,27.36363636363636
0,DB Ravi Teja,9.333333333333334,28.
0,Shahid Afridi,7.5,25.
0,RP Singh,7.922738054896644,25.97777777777777
0,DW Steyn,6.738749269433079,25.06521739130434
0,S Vidyut,11.0,22.
0,R Vinay Kumar,8.321858864027538,28.1650485436893
0,SK Warne,7.271356783919598,25.38596491228070
0,SR Watson,7.859683155512447,28.26744186046511
0,R Ashwin,6.559055118110236,24.9
0,RS Bopara,8.538011695906432,26.54545454545454
0,Harmeet Singh,8.04180418041804,27.07407407407407
0,RJ Harris,7.565028901734104,23.26666666666666
0,SM Harwood,7.3,24.33333333333333
0,Kamran Khan,8.484848484848484,24.8888888888888
0,AB McDonald,8.419354838709678,23.72727272727272
0,M Morkel,7.699963140434942,27.1298701298701
0,DP Nannes,7.343311506080449,28.03571428571428
0,GR Napier,6.75,27.
0,KV Sharma,7.7368421052631575,27.
0,A Singh,7.9385403329065305,22.14285714285714
0,RE van der Merwe,6.775510204081633,23.71428571428571
0,L Ablish,10.714285714285714,25.
0,SE Bond,7.225806451612903,24.8888888888888
0,AP Dole,10.181818181818182,22.
0,MR Marsh,7.915869980879542,20.
0,R Sharma,7.033678756476684,27.1
0,SW Tait,8.194622279129321,27.8260869565217
0,JD Unadkat,8.034398034398034,23.35714285714285
0,SB Wagh,8.058823529411764,27.
0,Anand Rajan,8.204081632653061,25.12
0,S Aravind,8.21993670886076,23.0888888888888
